"Executed Date","BOROUGH","count"
"11/06/2023","STATEN ISLAND","4"
"08/09/2022","QUEENS","5"
"11/08/2023","STATEN ISLAND","3"
"12/20/2024","BROOKLYN","15"
"08/18/2017","STATEN ISLAND","8"
"06/28/2019","MANHATTAN","10"
"12/03/2024","QUEENS","8"
"06/12/2017","STATEN ISLAND","3"
"11/14/2017","BROOKLYN","30"
"04/29/2021","BROOKLYN","1"
"10/13/2017","BROOKLYN","16"
"10/31/2018","MANHATTAN","3"
"09/27/2024","STATEN ISLAND","1"
"07/18/2017","MANHATTAN","12"
"07/22/2019","BRONX","12"
"01/04/2022","MANHATTAN","2"
"06/07/2024","STATEN ISLAND","5"
"06/26/2023","BRONX","16"
"09/06/2017","BRONX","34"
"02/04/2020","MANHATTAN","11"
"11/07/2022","MANHATTAN","1"
"03/23/2023","QUEENS","5"
"04/20/2022","STATEN ISLAND","1"
"07/07/2025","MANHATTAN","3"
"07/02/2018","MANHATTAN","18"
"03/28/2019","BRONX","30"
"08/31/2022","MANHATTAN","1"
"03/19/2018","QUEENS","48"
"06/04/2018","BROOKLYN","30"
"01/25/2024","BROOKLYN","10"
"12/20/2024","STATEN ISLAND","1"
"01/23/2017","BROOKLYN","19"
"01/24/2024","BROOKLYN","26"
"04/08/2019","BRONX","12"
"05/02/2018","STATEN ISLAND","4"
"03/08/2023","MANHATTAN","7"
"05/15/2017","BROOKLYN","20"
"08/28/2024","STATEN ISLAND","6"
"03/21/2017","BROOKLYN","31"
"11/26/2019","MANHATTAN","24"
"12/06/2024","STATEN ISLAND","8"
"06/13/2022","MANHATTAN","7"
"07/06/2023","BROOKLYN","21"
"07/25/2022","MANHATTAN","6"
"12/13/2018","QUEENS","12"
"08/08/2024","QUEENS","2"
"07/26/2017","BROOKLYN","51"
"08/01/2025","BRONX","47"
"03/27/2025","BRONX","55"
"06/28/2022","MANHATTAN","4"
"03/28/2025","MANHATTAN","3"
"12/09/2024","BROOKLYN","15"
"07/26/2018","QUEENS","17"
"05/12/2023","QUEENS","10"
"12/13/2018","MANHATTAN","14"
"04/05/2023","BROOKLYN","24"
"03/18/2025","BRONX","24"
"07/18/2024","MANHATTAN","13"
"12/18/2017","BRONX","31"
"04/05/2017","STATEN ISLAND","2"
"04/07/2022","BROOKLYN","5"
"01/09/2018","STATEN ISLAND","9"
"04/17/2024","QUEENS","14"
"08/12/2025","BRONX","6"
"09/05/2023","QUEENS","6"
"11/07/2022","STATEN ISLAND","3"
"04/05/2017","BROOKLYN","41"
"06/21/2017","QUEENS","20"
"03/24/2022","QUEENS","5"
"04/05/2024","BRONX","4"
"09/08/2023","BROOKLYN","20"
"10/12/2023","STATEN ISLAND","1"
"10/07/2024","BROOKLYN","15"
"03/30/2017","BRONX","34"
"05/17/2024","BROOKLYN","19"
"11/17/2023","MANHATTAN","24"
"02/28/2024","BROOKLYN","26"
"09/29/2022","BROOKLYN","14"
"02/04/2019","MANHATTAN","11"
"02/23/2024","BRONX","5"
"08/23/2017","BROOKLYN","40"
"10/07/2019","STATEN ISLAND","2"
"03/20/2017","STATEN ISLAND","1"
"08/12/2025","MANHATTAN","29"
"08/29/2019","QUEENS","12"
"12/29/2023","BRONX","3"
"02/03/2022","BRONX","1"
"10/13/2017","BRONX","36"
"11/30/2023","BRONX","31"
"04/09/2018","BRONX","16"
"05/05/2023","BROOKLYN","13"
"05/17/2023","BROOKLYN","31"
"05/07/2019","QUEENS","8"
"11/20/2019","STATEN ISLAND","2"
"05/18/2023","MANHATTAN","22"
"04/24/2025","BRONX","36"
"09/09/2019","STATEN ISLAND","4"
"09/09/2019","QUEENS","15"
"03/12/2024","BROOKLYN","7"
"05/16/2022","QUEENS","5"
"08/18/2023","STATEN ISLAND","2"
"09/25/2025","BRONX","15"
"07/21/2023","STATEN ISLAND","2"
"11/19/2019","BRONX","28"
"08/07/2023","MANHATTAN","1"
"02/07/2018","BRONX","35"
"11/02/2018","MANHATTAN","7"
"07/11/2024","BRONX","24"
"02/26/2019","MANHATTAN","34"
"07/27/2018","MANHATTAN","8"
"08/25/2021","MANHATTAN","1"
"04/16/2019","BRONX","28"
"02/02/2017","QUEENS","25"
"05/04/2023","MANHATTAN","6"
"09/01/2022","BROOKLYN","14"
"05/27/2025","QUEENS","5"
"04/05/2018","BROOKLYN","21"
"03/22/2023","QUEENS","3"
"05/13/2024","BRONX","6"
"05/03/2022","QUEENS","2"
"02/13/2020","STATEN ISLAND","1"
"03/25/2022","QUEENS","2"
"10/03/2025","BRONX","26"
"03/20/2017","MANHATTAN","16"
"03/26/2019","QUEENS","19"
"08/16/2024","BROOKLYN","4"
"03/14/2024","BROOKLYN","2"
"11/05/2021","BRONX","1"
"04/14/2017","QUEENS","15"
"08/08/2022","MANHATTAN","7"
"01/25/2024","QUEENS","7"
"01/11/2022","STATEN ISLAND","3"
"01/21/2025","BROOKLYN","14"
"09/26/2024","BROOKLYN","6"
"05/20/2022","QUEENS","10"
"05/21/2024","BRONX","35"
"02/28/2022","MANHATTAN","2"
"01/16/2019","MANHATTAN","5"
"01/24/2017","MANHATTAN","20"
"01/22/2025","STATEN ISLAND","2"
"02/21/2019","QUEENS","35"
"12/05/2019","MANHATTAN","19"
"11/01/2019","STATEN ISLAND","3"
"03/10/2020","QUEENS","7"
"06/13/2025","MANHATTAN","2"
"10/19/2017","BROOKLYN","21"
"05/04/2022","BROOKLYN","1"
"09/26/2024","QUEENS","15"
"09/26/2018","BROOKLYN","38"
"09/22/2017","QUEENS","9"
"05/16/2022","STATEN ISLAND","3"
"07/21/2017","BROOKLYN","15"
"06/29/2017","QUEENS","15"
"07/11/2023","BRONX","41"
"07/25/2023","BRONX","35"
"01/02/2020","BROOKLYN","13"
"06/18/2018","MANHATTAN","19"
"03/18/2024","MANHATTAN","9"
"07/21/2017","STATEN ISLAND","4"
"12/07/2018","MANHATTAN","9"
"02/14/2023","BRONX","15"
"04/09/2025","MANHATTAN","6"
"01/18/2018","QUEENS","19"
"01/15/2020","STATEN ISLAND","4"
"02/26/2024","MANHATTAN","10"
"08/04/2025","STATEN ISLAND","3"
"01/17/2020","BROOKLYN","21"
"01/28/2019","STATEN ISLAND","5"
"04/29/2024","QUEENS","25"
"08/03/2022","BROOKLYN","7"
"04/11/2023","MANHATTAN","23"
"06/27/2024","BROOKLYN","11"
"07/25/2019","STATEN ISLAND","2"
"08/14/2017","QUEENS","18"
"02/22/2017","BROOKLYN","47"
"05/26/2017","MANHATTAN","8"
"07/16/2025","STATEN ISLAND","2"
"03/03/2023","STATEN ISLAND","3"
"04/21/2025","QUEENS","10"
"01/15/2025","MANHATTAN","5"
"08/16/2019","QUEENS","7"
"05/13/2022","BROOKLYN","3"
"08/12/2019","MANHATTAN","11"
"05/05/2025","BRONX","21"
"09/07/2018","MANHATTAN","8"
"09/25/2019","BROOKLYN","36"
"06/06/2019","BRONX","22"
"11/13/2017","MANHATTAN","13"
"09/18/2025","MANHATTAN","17"
"08/20/2019","BROOKLYN","18"
"07/29/2024","STATEN ISLAND","6"
"08/01/2024","BRONX","45"
"05/09/2017","BROOKLYN","13"
"03/19/2025","MANHATTAN","8"
"11/24/2017","BRONX","4"
"01/06/2023","QUEENS","1"
"09/05/2023","BROOKLYN","2"
"12/08/2021","MANHATTAN","1"
"02/27/2020","BROOKLYN","4"
"04/19/2019","QUEENS","8"
"06/14/2017","BRONX","32"
"02/02/2023","BROOKLYN","12"
"12/19/2018","STATEN ISLAND","5"
"08/18/2025","BROOKLYN","11"
"05/23/2017","BRONX","29"
"05/21/2019","MANHATTAN","18"
"08/22/2023","MANHATTAN","17"
"03/07/2018","MANHATTAN","12"
"01/18/2018","STATEN ISLAND","5"
"08/08/2023","BROOKLYN","4"
"02/13/2019","MANHATTAN","14"
"05/14/2025","STATEN ISLAND","2"
"10/10/2018","STATEN ISLAND","2"
"08/25/2025","STATEN ISLAND","7"
"10/04/2024","BRONX","6"
"12/02/2019","MANHATTAN","4"
"11/01/2017","STATEN ISLAND","2"
"08/14/2023","QUEENS","6"
"07/12/2023","MANHATTAN","10"
"04/12/2019","BROOKLYN","22"
"04/20/2022","BRONX","3"
"01/29/2024","MANHATTAN","6"
"09/13/2022","BRONX","6"
"03/20/2025","BRONX","56"
"06/06/2023","BROOKLYN","5"
"11/30/2020","QUEENS","1"
"06/09/2025","MANHATTAN","4"
"02/01/2023","QUEENS","1"
"04/13/2018","BRONX","25"
"03/12/2019","STATEN ISLAND","1"
"09/19/2025","BROOKLYN","28"
"01/31/2018","BRONX","49"
"01/24/2023","MANHATTAN","14"
"06/06/2024","BROOKLYN","17"
"01/24/2025","QUEENS","17"
"06/21/2018","QUEENS","11"
"02/27/2020","STATEN ISLAND","1"
"06/01/2017","STATEN ISLAND","1"
"04/23/2025","QUEENS","28"
"08/06/2025","QUEENS","28"
"08/07/2019","QUEENS","9"
"05/17/2019","BROOKLYN","16"
"02/28/2025","BROOKLYN","26"
"12/13/2022","MANHATTAN","5"
"10/03/2017","QUEENS","19"
"10/26/2022","BRONX","1"
"09/10/2024","BROOKLYN","17"
"11/19/2024","MANHATTAN","29"
"01/17/2020","MANHATTAN","4"
"02/14/2018","QUEENS","13"
"03/09/2017","BRONX","23"
"06/12/2023","BROOKLYN","37"
"04/26/2024","BRONX","7"
"02/27/2023","STATEN ISLAND","1"
"02/16/2023","BRONX","17"
"09/11/2019","BROOKLYN","28"
"08/07/2017","BROOKLYN","8"
"05/23/2024","MANHATTAN","16"
"02/21/2024","QUEENS","23"
"12/18/2018","MANHATTAN","34"
"04/18/2023","BROOKLYN","5"
"01/18/2019","QUEENS","32"
"05/26/2021","BROOKLYN","2"
"03/15/2022","MANHATTAN","3"
"11/28/2017","MANHATTAN","17"
"12/13/2019","MANHATTAN","3"
"12/31/2019","BRONX","2"
"06/07/2018","BRONX","30"
"03/06/2018","BROOKLYN","31"
"09/30/2019","BRONX","5"
"09/28/2022","BRONX","6"
"01/04/2024","BRONX","50"
"12/03/2018","BRONX","27"
"09/06/2019","QUEENS","22"
"12/11/2019","MANHATTAN","8"
"04/26/2024","QUEENS","16"
"05/09/2022","BRONX","2"
"02/16/2022","BROOKLYN","1"
"09/15/2017","BRONX","46"
"10/06/2023","MANHATTAN","8"
"03/04/2020","BRONX","12"
"09/13/2024","QUEENS","7"
"02/26/2020","QUEENS","15"
"07/27/2023","STATEN ISLAND","3"
"06/16/2023","MANHATTAN","12"
"10/15/2018","BROOKLYN","30"
"06/13/2017","STATEN ISLAND","5"
"09/19/2017","BROOKLYN","34"
"04/23/2018","MANHATTAN","12"
"03/19/2024","BRONX","10"
"11/06/2019","BROOKLYN","18"
"06/14/2018","STATEN ISLAND","2"
"08/23/2019","BRONX","11"
"02/27/2023","BROOKLYN","24"
"03/01/2018","BROOKLYN","31"
"01/09/2019","MANHATTAN","9"
"01/10/2018","BRONX","73"
"06/04/2018","MANHATTAN","17"
"10/29/2024","QUEENS","18"
"08/28/2024","BRONX","26"
"08/08/2017","BROOKLYN","31"
"06/25/2018","MANHATTAN","18"
"03/18/2024","BROOKLYN","30"
"10/04/2023","BROOKLYN","24"
"06/21/2019","BRONX","11"
"08/16/2021","QUEENS","1"
"08/24/2017","MANHATTAN","18"
"03/12/2024","MANHATTAN","11"
"04/30/2019","BROOKLYN","7"
"01/22/2020","QUEENS","24"
"11/14/2022","BRONX","22"
"05/25/2017","MANHATTAN","18"
"06/23/2017","QUEENS","28"
"06/16/2017","BRONX","26"
"07/30/2018","QUEENS","34"
"01/14/2019","STATEN ISLAND","4"
"02/23/2022","QUEENS","3"
"04/14/2025","MANHATTAN","7"
"04/23/2024","QUEENS","16"
"03/06/2020","STATEN ISLAND","2"
"10/01/2019","STATEN ISLAND","2"
"09/25/2024","BROOKLYN","32"
"07/24/2019","BRONX","34"
"11/15/2019","BROOKLYN","17"
"08/21/2024","BROOKLYN","39"
"02/24/2023","BRONX","4"
"05/17/2023","QUEENS","11"
"03/21/2022","BROOKLYN","7"
"07/10/2024","BRONX","12"
"09/12/2025","BROOKLYN","26"
"06/06/2017","BRONX","37"
"04/04/2023","BRONX","8"
"11/22/2022","BROOKLYN","9"
"05/16/2019","QUEENS","12"
"04/22/2019","MANHATTAN","16"
"10/23/2018","MANHATTAN","16"
"06/09/2025","QUEENS","30"
"07/16/2025","BROOKLYN","26"
"11/02/2023","BROOKLYN","11"
"05/16/2023","BRONX","34"
"04/10/2019","BROOKLYN","23"
"09/09/2019","BROOKLYN","24"
"03/15/2019","MANHATTAN","6"
"06/23/2023","BROOKLYN","26"
"05/26/2022","BRONX","1"
"02/05/2025","BROOKLYN","12"
"08/27/2021","QUEENS","1"
"05/24/2024","STATEN ISLAND","4"
"09/14/2017","QUEENS","11"
"01/23/2017","STATEN ISLAND","1"
"02/04/2020","QUEENS","13"
"07/18/2024","QUEENS","11"
"08/29/2018","STATEN ISLAND","2"
"08/26/2025","STATEN ISLAND","7"
"07/18/2024","BRONX","27"
"09/23/2019","STATEN ISLAND","2"
"02/05/2020","BRONX","7"
"01/18/2018","MANHATTAN","14"
"01/30/2025","STATEN ISLAND","11"
"03/20/2018","QUEENS","18"
"12/20/2024","BRONX","7"
"03/07/2017","MANHATTAN","11"
"05/02/2017","QUEENS","7"
"05/17/2017","BRONX","43"
"01/10/2019","QUEENS","22"
"09/16/2022","MANHATTAN","4"
"03/29/2019","BRONX","15"
"11/15/2019","MANHATTAN","3"
"06/11/2024","STATEN ISLAND","2"
"06/02/2025","MANHATTAN","7"
"11/24/2020","BROOKLYN","1"
"01/24/2020","BROOKLYN","17"
"07/19/2019","MANHATTAN","12"
"09/13/2023","QUEENS","12"
"02/25/2025","BROOKLYN","10"
"11/29/2024","BRONX","12"
"03/28/2025","QUEENS","5"
"09/18/2019","BRONX","23"
"04/01/2025","QUEENS","6"
"01/03/2024","STATEN ISLAND","6"
"02/10/2023","MANHATTAN","5"
"03/09/2023","BROOKLYN","4"
"01/26/2017","MANHATTAN","20"
"07/01/2022","BRONX","1"
"03/06/2018","STATEN ISLAND","7"
"01/18/2024","BROOKLYN","25"
"08/19/2022","MANHATTAN","6"
"10/12/2018","MANHATTAN","5"
"07/12/2024","MANHATTAN","1"
"06/22/2023","BRONX","26"
"08/14/2025","QUEENS","7"
"08/13/2021","BRONX","1"
"04/01/2025","BROOKLYN","6"
"04/10/2024","QUEENS","22"
"08/10/2023","MANHATTAN","14"
"05/18/2018","MANHATTAN","11"
"04/30/2019","MANHATTAN","15"
"10/04/2023","STATEN ISLAND","6"
"06/15/2018","MANHATTAN","5"
"10/28/2019","MANHATTAN","10"
"07/18/2018","MANHATTAN","13"
"09/24/2018","MANHATTAN","20"
"09/21/2017","QUEENS","19"
"07/11/2022","MANHATTAN","7"
"11/15/2017","MANHATTAN","9"
"08/22/2018","BRONX","22"
"06/27/2022","BRONX","3"
"10/02/2017","BROOKLYN","43"
"08/22/2024","MANHATTAN","24"
"05/29/2018","MANHATTAN","6"
"05/09/2017","STATEN ISLAND","6"
"12/04/2023","QUEENS","33"
"11/15/2022","QUEENS","6"
"07/08/2024","BROOKLYN","17"
"08/09/2017","BROOKLYN","15"
"06/17/2022","MANHATTAN","3"
"03/01/2023","QUEENS","11"
"05/21/2018","BRONX","25"
"09/09/2024","QUEENS","32"
"06/20/2018","BROOKLYN","26"
"07/11/2025","BROOKLYN","21"
"06/02/2022","MANHATTAN","5"
"11/25/2024","QUEENS","8"
"06/07/2022","BRONX","14"
"05/25/2017","QUEENS","16"
"02/09/2023","MANHATTAN","12"
"04/04/2022","STATEN ISLAND","2"
"08/17/2018","BROOKLYN","18"
"09/21/2017","BRONX","23"
"03/09/2018","BRONX","34"
"01/25/2017","QUEENS","23"
"09/03/2019","BROOKLYN","6"
"01/28/2019","MANHATTAN","21"
"01/09/2020","BRONX","37"
"03/18/2019","BROOKLYN","50"
"05/09/2018","QUEENS","14"
"08/28/2017","BRONX","19"
"06/21/2017","MANHATTAN","7"
"03/22/2017","MANHATTAN","9"
"07/02/2018","STATEN ISLAND","2"
"07/25/2022","BROOKLYN","13"
"06/03/2019","BROOKLYN","35"
"08/16/2022","MANHATTAN","8"
"01/29/2019","BRONX","56"
"10/26/2017","STATEN ISLAND","5"
"08/05/2019","BRONX","13"
"10/25/2017","STATEN ISLAND","3"
"06/14/2024","MANHATTAN","1"
"05/22/2024","BROOKLYN","20"
"06/20/2024","MANHATTAN","31"
"12/06/2023","MANHATTAN","3"
"06/30/2017","BROOKLYN","15"
"02/05/2024","BROOKLYN","24"
"03/07/2023","BRONX","22"
"03/08/2024","BROOKLYN","15"
"05/20/2025","BROOKLYN","20"
"11/08/2024","BRONX","6"
"07/25/2019","QUEENS","14"
"08/27/2018","MANHATTAN","18"
"12/06/2022","MANHATTAN","10"
"01/26/2024","STATEN ISLAND","4"
"04/27/2023","BROOKLYN","7"
"09/23/2022","BRONX","11"
"07/17/2019","STATEN ISLAND","2"
"05/20/2024","MANHATTAN","2"
"05/10/2018","MANHATTAN","13"
"04/27/2017","QUEENS","21"
"05/24/2017","QUEENS","17"
"05/09/2019","QUEENS","16"
"09/11/2018","BROOKLYN","10"
"02/26/2020","BROOKLYN","23"
"06/10/2022","BRONX","4"
"04/26/2022","BROOKLYN","10"
"11/15/2022","STATEN ISLAND","3"
"05/16/2022","BRONX","2"
"11/08/2017","BROOKLYN","14"
"08/08/2023","STATEN ISLAND","1"
"03/06/2020","BRONX","8"
"05/15/2019","BRONX","31"
"10/20/2017","MANHATTAN","12"
"08/05/2024","MANHATTAN","3"
"11/01/2024","QUEENS","15"
"04/29/2019","BRONX","24"
"01/09/2018","BROOKLYN","49"
"01/06/2022","BROOKLYN","3"
"01/30/2024","BRONX","38"
"02/24/2017","MANHATTAN","12"
"03/07/2023","BROOKLYN","1"
"01/09/2024","STATEN ISLAND","1"
"01/02/2024","MANHATTAN","16"
"11/30/2018","QUEENS","19"
"03/14/2018","MANHATTAN","12"
"10/24/2023","QUEENS","8"
"06/13/2019","STATEN ISLAND","1"
"09/14/2018","MANHATTAN","10"
"03/31/2023","BRONX","7"
"07/29/2024","QUEENS","17"
"07/20/2018","STATEN ISLAND","1"
"07/31/2024","BRONX","20"
"05/03/2017","BRONX","53"
"07/08/2024","MANHATTAN","1"
"07/31/2018","BROOKLYN","20"
"02/06/2023","BROOKLYN","13"
"07/13/2023","STATEN ISLAND","11"
"03/01/2017","BROOKLYN","22"
"10/08/2021","QUEENS","4"
"05/15/2018","MANHATTAN","19"
"03/30/2017","MANHATTAN","18"
"06/23/2021","BRONX","2"
"09/09/2024","BRONX","21"
"09/24/2024","BRONX","49"
"02/26/2025","QUEENS","38"
"10/18/2023","STATEN ISLAND","1"
"08/28/2018","QUEENS","14"
"10/23/2018","BRONX","36"
"01/08/2019","BROOKLYN","17"
"09/16/2025","BROOKLYN","23"
"05/03/2023","QUEENS","13"
"09/22/2025","STATEN ISLAND","1"
"06/07/2022","STATEN ISLAND","2"
"05/15/2017","BRONX","17"
"12/21/2023","BROOKLYN","2"
"07/11/2018","STATEN ISLAND","2"
"12/08/2017","BROOKLYN","35"
"06/14/2019","BRONX","27"
"07/08/2025","STATEN ISLAND","2"
"09/21/2022","BRONX","5"
"01/25/2022","STATEN ISLAND","1"
"11/22/2019","STATEN ISLAND","3"
"05/06/2024","MANHATTAN","7"
"10/03/2019","BROOKLYN","11"
"04/17/2017","BROOKLYN","25"
"09/26/2019","MANHATTAN","13"
"11/22/2017","BRONX","36"
"03/21/2024","BRONX","10"
"08/30/2019","BRONX","24"
"10/01/2024","BRONX","47"
"03/21/2022","BRONX","2"
"09/27/2019","BROOKLYN","39"
"11/06/2024","BROOKLYN","24"
"05/03/2024","MANHATTAN","6"
"12/07/2018","STATEN ISLAND","10"
"07/28/2017","BRONX","24"
"03/20/2023","MANHATTAN","8"
"10/08/2019","MANHATTAN","13"
"05/26/2017","BRONX","29"
"11/30/2017","BRONX","31"
"03/28/2019","MANHATTAN","8"
"03/19/2019","BROOKLYN","18"
"07/17/2023","QUEENS","16"
"10/05/2018","BRONX","17"
"01/31/2023","MANHATTAN","8"
"01/31/2020","STATEN ISLAND","7"
"06/06/2019","MANHATTAN","14"
"04/07/2023","BRONX","3"
"08/15/2018","BRONX","33"
"08/01/2023","STATEN ISLAND","2"
"09/30/2025","BRONX","37"
"09/05/2024","STATEN ISLAND","4"
"04/24/2024","STATEN ISLAND","3"
"04/25/2023","MANHATTAN","15"
"07/25/2024","BRONX","30"
"09/23/2022","MANHATTAN","3"
"03/27/2023","MANHATTAN","4"
"04/17/2018","STATEN ISLAND","3"
"02/11/2020","QUEENS","7"
"05/19/2025","MANHATTAN","6"
"10/25/2018","BRONX","21"
"09/09/2019","BRONX","9"
"12/11/2023","BRONX","10"
"03/03/2023","BROOKLYN","23"
"02/21/2025","BROOKLYN","29"
"12/04/2018","STATEN ISLAND","2"
"08/16/2018","STATEN ISLAND","4"
"06/12/2019","QUEENS","14"
"04/05/2023","BRONX","10"
"04/30/2024","STATEN ISLAND","1"
"03/23/2017","BRONX","25"
"03/26/2019","STATEN ISLAND","1"
"01/04/2019","MANHATTAN","6"
"08/07/2023","BROOKLYN","34"
"07/24/2025","QUEENS","34"
"01/11/2019","BRONX","34"
"06/06/2017","QUEENS","21"
"06/13/2024","BRONX","25"
"12/05/2023","QUEENS","22"
"10/21/2022","BROOKLYN","11"
"03/27/2017","BROOKLYN","23"
"09/26/2023","MANHATTAN","13"
"08/08/2023","MANHATTAN","30"
"03/03/2020","BROOKLYN","7"
"03/06/2017","BROOKLYN","25"
"05/24/2023","QUEENS","12"
"05/14/2018","BRONX","33"
"03/06/2017","MANHATTAN","25"
"11/04/2019","STATEN ISLAND","5"
"03/06/2017","BRONX","38"
"11/22/2023","BRONX","3"
"08/14/2025","MANHATTAN","9"
"07/22/2025","QUEENS","16"
"08/09/2018","MANHATTAN","10"
"11/22/2022","BRONX","10"
"05/02/2019","MANHATTAN","11"
"10/01/2024","QUEENS","7"
"07/05/2023","MANHATTAN","14"
"09/26/2022","BROOKLYN","4"
"08/26/2022","STATEN ISLAND","1"
"04/25/2023","QUEENS","2"
"03/08/2023","QUEENS","2"
"03/18/2025","QUEENS","26"
"08/22/2018","STATEN ISLAND","10"
"01/10/2018","BROOKLYN","37"
"06/02/2023","STATEN ISLAND","2"
"03/11/2025","MANHATTAN","22"
"11/04/2019","BROOKLYN","28"
"12/10/2024","MANHATTAN","25"
"07/20/2017","MANHATTAN","20"
"10/18/2024","STATEN ISLAND","3"
"09/11/2017","BROOKLYN","24"
"06/26/2017","MANHATTAN","14"
"04/24/2019","BROOKLYN","23"
"08/24/2023","QUEENS","1"
"05/05/2025","BROOKLYN","50"
"03/03/2022","STATEN ISLAND","2"
"03/02/2020","QUEENS","25"
"09/17/2019","BROOKLYN","5"
"01/30/2025","QUEENS","8"
"01/09/2025","BRONX","38"
"08/25/2022","QUEENS","8"
"06/09/2025","BRONX","13"
"04/11/2025","BROOKLYN","20"
"03/14/2019","STATEN ISLAND","4"
"04/11/2017","QUEENS","12"
"09/28/2022","QUEENS","4"
"06/12/2019","BROOKLYN","44"
"07/25/2023","BROOKLYN","8"
"03/14/2024","QUEENS","10"
"07/16/2021","QUEENS","2"
"08/08/2025","STATEN ISLAND","6"
"08/18/2022","QUEENS","1"
"08/29/2017","STATEN ISLAND","3"
"09/12/2019","MANHATTAN","5"
"03/03/2025","BROOKLYN","37"
"08/02/2022","QUEENS","1"
"05/29/2018","QUEENS","3"
"02/16/2022","BRONX","3"
"03/07/2025","MANHATTAN","5"
"05/31/2024","STATEN ISLAND","1"
"07/26/2019","BROOKLYN","19"
"10/17/2024","BROOKLYN","20"
"10/14/2025","QUEENS","1"
"06/22/2018","BRONX","13"
"03/05/2025","BROOKLYN","16"
"12/16/2022","QUEENS","2"
"09/09/2024","BROOKLYN","31"
"04/30/2018","QUEENS","25"
"04/26/2022","BRONX","3"
"08/30/2023","BROOKLYN","18"
"02/25/2020","BROOKLYN","11"
"10/15/2019","QUEENS","13"
"05/25/2017","BRONX","28"
"11/23/2022","MANHATTAN","1"
"06/09/2022","BROOKLYN","4"
"05/30/2023","STATEN ISLAND","2"
"08/27/2019","QUEENS","6"
"04/04/2018","BROOKLYN","25"
"03/16/2023","QUEENS","6"
"09/06/2018","QUEENS","26"
"10/26/2017","MANHATTAN","14"
"07/24/2019","BROOKLYN","38"
"07/13/2023","BRONX","38"
"03/04/2025","MANHATTAN","14"
"05/06/2019","BRONX","20"
"09/27/2022","QUEENS","3"
"05/13/2024","BROOKLYN","33"
"05/09/2024","STATEN ISLAND","3"
"01/26/2023","QUEENS","2"
"09/09/2022","BROOKLYN","9"
"03/27/2023","BROOKLYN","9"
"01/23/2023","STATEN ISLAND","4"
"05/20/2024","BROOKLYN","44"
"05/02/2019","STATEN ISLAND","1"
"11/16/2023","BRONX","30"
"08/01/2017","STATEN ISLAND","3"
"08/23/2018","BRONX","34"
"06/26/2019","BROOKLYN","34"
"10/20/2017","STATEN ISLAND","8"
"10/11/2022","BROOKLYN","11"
"06/20/2018","BRONX","41"
"02/14/2017","STATEN ISLAND","6"
"05/02/2019","BRONX","26"
"03/07/2022","MANHATTAN","6"
"06/26/2018","BRONX","34"
"03/06/2024","STATEN ISLAND","10"
"10/10/2018","QUEENS","17"
"12/09/2022","QUEENS","3"
"03/06/2025","MANHATTAN","12"
"05/11/2017","STATEN ISLAND","5"
"01/09/2023","QUEENS","7"
"09/26/2019","QUEENS","3"
"01/23/2025","QUEENS","11"
"05/29/2018","BRONX","34"
"01/09/2023","BROOKLYN","21"
"04/17/2025","MANHATTAN","6"
"10/23/2019","QUEENS","12"
"02/22/2018","MANHATTAN","11"
"10/03/2017","BROOKLYN","24"
"08/16/2018","BROOKLYN","29"
"07/16/2024","QUEENS","4"
"10/20/2022","MANHATTAN","7"
"04/12/2017","MANHATTAN","17"
"08/21/2023","BRONX","15"
"02/26/2020","BRONX","14"
"08/02/2017","MANHATTAN","16"
"12/11/2017","MANHATTAN","13"
"12/21/2018","STATEN ISLAND","1"
"09/01/2023","QUEENS","9"
"09/05/2018","BRONX","19"
"03/25/2022","MANHATTAN","6"
"05/17/2019","STATEN ISLAND","4"
"06/07/2018","STATEN ISLAND","1"
"09/12/2024","BRONX","46"
"10/22/2019","QUEENS","8"
"09/21/2023","BROOKLYN","7"
"03/08/2024","QUEENS","21"
"03/19/2024","MANHATTAN","25"
"09/04/2025","BROOKLYN","26"
"07/12/2024","BRONX","7"
"04/10/2023","STATEN ISLAND","3"
"01/04/2023","MANHATTAN","22"
"03/17/2023","STATEN ISLAND","4"
"03/12/2018","BRONX","33"
"11/19/2024","QUEENS","8"
"07/28/2021","MANHATTAN","1"
"09/25/2025","QUEENS","39"
"06/07/2018","BROOKLYN","32"
"01/10/2020","MANHATTAN","7"
"04/18/2023","STATEN ISLAND","2"
"08/03/2018","BRONX","26"
"05/26/2023","MANHATTAN","5"
"05/16/2017","MANHATTAN","23"
"10/21/2024","QUEENS","14"
"12/12/2017","BRONX","61"
"03/27/2025","MANHATTAN","5"
"12/14/2022","BRONX","5"
"03/19/2025","BROOKLYN","32"
"10/31/2024","BRONX","23"
"08/05/2024","QUEENS","20"
"09/13/2022","BROOKLYN","6"
"07/08/2019","BROOKLYN","31"
"01/18/2018","BROOKLYN","36"
"08/10/2022","BRONX","2"
"11/29/2018","BROOKLYN","18"
"07/19/2024","BRONX","4"
"07/21/2022","MANHATTAN","6"
"02/01/2019","QUEENS","24"
"08/28/2023","QUEENS","15"
"01/03/2024","BRONX","17"
"11/08/2017","QUEENS","2"
"01/24/2020","STATEN ISLAND","2"
"01/05/2022","BRONX","6"
"10/04/2022","BROOKLYN","11"
"04/15/2019","MANHATTAN","13"
"06/06/2017","MANHATTAN","25"
